DBGDIDR : MRC{<c>}{<q>} 1110, {#}000, <Rt>, 0000, 0000{, {#}000}
ADDR=0x30cc7 NAME=ICC_IGRPEN1_EL1 PAR=#0x3,#0x0,cc,cc,#0x7 : MRS <Xt>, ICC_IGRPEN1_EL1
ADDR=0x30cc7 NAME=ICC_IGRPEN1_EL1 PAR=#0x3,#0x0,cc,cc,#0x7 : MSR ICC_IGRPEN1_EL1, <Xt>
ADDR=0x30cc7 NAME=ICC_IGRPEN1_EL1_NS PAR=#0x3,#0x0,cc,cc,#0x7 : MRS <Xt>, ICC_IGRPEN1_EL1
ADDR=0x30cc7 NAME=ICC_IGRPEN1_EL1_NS PAR=#0x3,#0x0,cc,cc,#0x7 : MSR ICC_IGRPEN1_EL1, <Xt>
ADDR=0x30cc7 NAME=ICC_IGRPEN1_EL1_S PAR=#0x3,#0x0,cc,cc,#0x7 : MRS <Xt>, ICC_IGRPEN1_EL1
ADDR=0x30cc7 NAME=ICC_IGRPEN1_EL1_S PAR=#0x3,#0x0,cc,cc,#0x7 : MSR ICC_IGRPEN1_EL1, <Xt>
ADDR=0x30cc7 NAME=ICV_IGRPEN1_EL1 PAR=#0x3,#0x0,cc,cc,#0x7 : MRS <Xt>, ICC_IGRPEN1_EL1
ADDR=0x30cc7 NAME=ICV_IGRPEN1_EL1 PAR=#0x3,#0x0,cc,cc,#0x7 : MSR ICC_IGRPEN1_EL1, <Xt>
ADDR=0x30d01 NAME=CONTEXTIDR_EL1 PAR=#0x3,#0x0,cd,c0,#0x1 : MRS <Xt>, CONTEXTIDR_EL1
ADDR=0x30d01 NAME=CONTEXTIDR_EL1 PAR=#0x3,#0x0,cd,c0,#0x1 : MSR CONTEXTIDR_EL1, <Xt>
ADDR=0x35d01 NAME=CONTEXTIDR_EL1 PAR=#0x3,#0x5,cd,c0,#0x1 : MRS <Xt>, CONTEXTIDR_EL12
ADDR=0x35d01 NAME=CONTEXTIDR_EL1 PAR=#0x3,#0x5,cd,c0,#0x1 : MSR CONTEXTIDR_EL12, <Xt>
ADDR=0x30d01 NAME=CONTEXTIDR_EL2 PAR=#0x3,#0x0,cd,c0,#0x1 : MRS <Xt>, CONTEXTIDR_EL1
ADDR=0x30d01 NAME=CONTEXTIDR_EL2 PAR=#0x3,#0x0,cd,c0,#0x1 : MSR CONTEXTIDR_EL1, <Xt>
ADDR=0x35d01 NAME=CONTEXTIDR_EL2 PAR=#0x3,#0x5,cd,c0,#0x1 : MRS <Xt>, CONTEXTIDR_EL12
ADDR=0x35d01 NAME=CONTEXTIDR_EL2 PAR=#0x3,#0x5,cd,c0,#0x1 : MSR CONTEXTIDR_EL12, <Xt>
ADDR=0x34d01 NAME=CONTEXTIDR_EL1 PAR=#0x3,#0x4,cd,c0,#0x1 : MRS <Xt>, CONTEXTIDR_EL2
ADDR=0x34d01 NAME=CONTEXTIDR_EL1 PAR=#0x3,#0x4,cd,c0,#0x1 : MSR CONTEXTIDR_EL2, <Xt>
ADDR=0x30d01 NAME=CONTEXTIDR_EL1 PAR=#0x3,#0x0,cd,c0,#0x1 : MRS <Xt>, CONTEXTIDR_EL1
ADDR=0x30d01 NAME=CONTEXTIDR_EL1 PAR=#0x3,#0x0,cd,c0,#0x1 : MSR CONTEXTIDR_EL1, <Xt>
ADDR=0x34d01 NAME=CONTEXTIDR_EL2 PAR=#0x3,#0x4,cd,c0,#0x1 : MRS <Xt>, CONTEXTIDR_EL2
ADDR=0x34d01 NAME=CONTEXTIDR_EL2 PAR=#0x3,#0x4,cd,c0,#0x1 : MSR CONTEXTIDR_EL2, <Xt>
ADDR=0x30d01 NAME=CONTEXTIDR_EL2 PAR=#0x3,#0x0,cd,c0,#0x1 : MRS <Xt>, CONTEXTIDR_EL1
ADDR=0x30d01 NAME=CONTEXTIDR_EL2 PAR=#0x3,#0x0,cd,c0,#0x1 : MSR CONTEXTIDR_EL1, <Xt>
ADDR=0x30d03 NAME=RCWSMASK_EL1 PAR=#0x3,#0x0,cd,c0,#0x3 : MRS <Xt>, RCWSMASK_EL1
ADDR=0x30d03 NAME=RCWSMASK_EL1 PAR=#0x3,#0x0,cd,c0,#0x3 : MSR RCWSMASK_EL1, <Xt>
ADDR=0x30d03 NAME=RCWSMASK_EL1 PAR=#0x3,#0x0,cd,c0,#0x3 : MRRS <Xt+1>, <Xt>, RCWSMASK_EL1
ADDR=0x30d03 NAME=RCWSMASK_EL1 PAR=#0x3,#0x0,cd,c0,#0x3 : MSRR RCWSMASK_EL1, <Xt+1>, <Xt>
ADDR=0x30d04 NAME=TPIDR_EL1 PAR=#0x3,#0x0,cd,c0,#0x4 : MRS <Xt>, TPIDR_EL1
ADDR=0x30d04 NAME=TPIDR_EL1 PAR=#0x3,#0x0,cd,c0,#0x4 : MSR TPIDR_EL1, <Xt>
ADDR=0x30d05 NAME=ACCDATA_EL1 PAR=#0x3,#0x0,cd,c0,#0x5 : MRS <Xt>, ACCDATA_EL1
ADDR=0x30d05 NAME=ACCDATA_EL1 PAR=#0x3,#0x0,cd,c0,#0x5 : MSR ACCDATA_EL1, <Xt>
ADDR=0x30d06 NAME=RCWMASK_EL1 PAR=#0x3,#0x0,cd,c0,#0x6 : MRS <Xt>, RCWMASK_EL1
ADDR=0x30d06 NAME=RCWMASK_EL1 PAR=#0x3,#0x0,cd,c0,#0x6 : MSR RCWMASK_EL1, <Xt>
ADDR=0x30d06 NAME=RCWMASK_EL1 PAR=#0x3,#0x0,cd,c0,#0x6 : MRRS <Xt+1>, <Xt>, RCWMASK_EL1
ADDR=0x30d06 NAME=RCWMASK_EL1 PAR=#0x3,#0x0,cd,c0,#0x6 : MSRR RCWMASK_EL1, <Xt+1>, <Xt>
ADDR=0x30d07 NAME=SCXTNUM_EL1 PAR=#0x3,#0x0,cd,c0,#0x7 : MRS <Xt>, SCXTNUM_EL1
ADDR=0x30d07 NAME=SCXTNUM_EL1 PAR=#0x3,#0x0,cd,c0,#0x7 : MSR SCXTNUM_EL1, <Xt>
ADDR=0x35d07 NAME=SCXTNUM_EL1 PAR=#0x3,#0x5,cd,c0,#0x7 : MRS <Xt>, SCXTNUM_EL12
ADDR=0x35d07 NAME=SCXTNUM_EL1 PAR=#0x3,#0x5,cd,c0,#0x7 : MSR SCXTNUM_EL12, <Xt>
ADDR=0x30d07 NAME=SCXTNUM_EL2 PAR=#0x3,#0x0,cd,c0,#0x7 : MRS <Xt>, SCXTNUM_EL1
ADDR=0x30d07 NAME=SCXTNUM_EL2 PAR=#0x3,#0x0,cd,c0,#0x7 : MSR SCXTNUM_EL1, <Xt>
ADDR=0x35d07 NAME=SCXTNUM_EL2 PAR=#0x3,#0x5,cd,c0,#0x7 : MRS <Xt>, SCXTNUM_EL12
ADDR=0x35d07 NAME=SCXTNUM_EL2 PAR=#0x3,#0x5,cd,c0,#0x7 : MSR SCXTNUM_EL12, <Xt>
ADDR=0x34d07 NAME=SCXTNUM_EL1 PAR=#0x3,#0x4,cd,c0,#0x7 : MRS <Xt>, SCXTNUM_EL2
ADDR=0x34d07 NAME=SCXTNUM_EL1 PAR=#0x3,#0x4,cd,c0,#0x7 : MSR SCXTNUM_EL2, <Xt>
ADDR=0x30d07 NAME=SCXTNUM_EL1 PAR=#0x3,#0x0,cd,c0,#0x7 : MRS <Xt>, SCXTNUM_EL1
ADDR=0x30d07 NAME=SCXTNUM_EL1 PAR=#0x3,#0x0,cd,c0,#0x7 : MSR SCXTNUM_EL1, <Xt>
ADDR=0x34d07 NAME=SCXTNUM_EL2 PAR=#0x3,#0x4,cd,c0,#0x7 : MRS <Xt>, SCXTNUM_EL2
ADDR=0x34d07 NAME=SCXTNUM_EL2 PAR=#0x3,#0x4,cd,c0,#0x7 : MSR SCXTNUM_EL2, <Xt>
ADDR=0x30d07 NAME=SCXTNUM_EL2 PAR=#0x3,#0x0,cd,c0,#0x7 : MRS <Xt>, SCXTNUM_EL1
ADDR=0x30d07 NAME=SCXTNUM_EL2 PAR=#0x3,#0x0,cd,c0,#0x7 : MSR SCXTNUM_EL1, <Xt>
ADDR=0x34e10 NAME=CNTHCTL_EL2 PAR=#0x3,#0x4,ce,c1,#0x0 : MRS <Xt>, CNTHCTL_EL2
ADDR=0x34e10 NAME=CNTHCTL_EL2 PAR=#0x3,#0x4,ce,c1,#0x0 : MSR CNTHCTL_EL2, <Xt>
ADDR=0x30e10 NAME=CNTHCTL_EL2 PAR=#0x3,#0x0,ce,c1,#0x0 : MRS <Xt>, CNTKCTL_EL1
ADDR=0x30e10 NAME=CNTHCTL_EL2 PAR=#0x3,#0x0,ce,c1,#0x0 : MSR CNTKCTL_EL1, <Xt>
ADDR=0x34e10 NAME=CNTKCTL_EL1 PAR=#0x3,#0x4,ce,c1,#0x0 : MRS <Xt>, CNTHCTL_EL2
ADDR=0x34e10 NAME=CNTKCTL_EL1 PAR=#0x3,#0x4,ce,c1,#0x0 : MSR CNTHCTL_EL2, <Xt>
ADDR=0x30e10 NAME=CNTKCTL_EL1 PAR=#0x3,#0x0,ce,c1,#0x0 : MRS <Xt>, CNTKCTL_EL1
ADDR=0x30e10 NAME=CNTKCTL_EL1 PAR=#0x3,#0x0,ce,c1,#0x0 : MSR CNTKCTL_EL1, <Xt>
ADDR=0x30e10 NAME=CNTHCTL_EL2 PAR=#0x3,#0x0,ce,c1,#0x0 : MRS <Xt>, CNTKCTL_EL1
ADDR=0x30e10 NAME=CNTHCTL_EL2 PAR=#0x3,#0x0,ce,c1,#0x0 : MSR CNTKCTL_EL1, <Xt>
ADDR=0x35e10 NAME=CNTHCTL_EL2 PAR=#0x3,#0x5,ce,c1,#0x0 : MRS <Xt>, CNTKCTL_EL12
ADDR=0x35e10 NAME=CNTHCTL_EL2 PAR=#0x3,#0x5,ce,c1,#0x0 : MSR CNTKCTL_EL12, <Xt>
ADDR=0x30e10 NAME=CNTKCTL_EL1 PAR=#0x3,#0x0,ce,c1,#0x0 : MRS <Xt>, CNTKCTL_EL1
ADDR=0x30e10 NAME=CNTKCTL_EL1 PAR=#0x3,#0x0,ce,c1,#0x0 : MSR CNTKCTL_EL1, <Xt>
ADDR=0x35e10 NAME=CNTKCTL_EL1 PAR=#0x3,#0x5,ce,c1,#0x0 : MRS <Xt>, CNTKCTL_EL12
ADDR=0x35e10 NAME=CNTKCTL_EL1 PAR=#0x3,#0x5,ce,c1,#0x0 : MSR CNTKCTL_EL12, <Xt>
ADDR=0x31000 NAME=CCSIDR_EL1 PAR=#0x3,#0x1,c0,c0,#0x0 : MRS <Xt>, CCSIDR_EL1
ADDR=0x31001 NAME=CLIDR_EL1 PAR=#0x3,#0x1,c0,c0,#0x1 : MRS <Xt>, CLIDR_EL1
ADDR=0x31002 NAME=CCSIDR2_EL1 PAR=#0x3,#0x1,c0,c0,#0x2 : MRS <Xt>, CCSIDR2_EL1
ADDR=0x31004 NAME=GMID_EL1 PAR=#0x3,#0x1,c0,c0,#0x4 : MRS <Xt>, GMID_EL1
ADDR=0x31006 NAME=SMIDR_EL1 PAR=#0x3,#0x1,c0,c0,#0x6 : MRS <Xt>, SMIDR_EL1
ADDR=0x31007 NAME=AIDR_EL1 PAR=#0x3,#0x1,c0,c0,#0x7 : MRS <Xt>, AIDR_EL1
ADDR=0x32000 NAME=CSSELR_EL1 PAR=#0x3,#0x2,c0,c0,#0x0 : MRS <Xt>, CSSELR_EL1
ADDR=0x32000 NAME=CSSELR_EL1 PAR=#0x3,#0x2,c0,c0,#0x0 : MSR CSSELR_EL1, <Xt>
ADDR=0x33001 NAME=CTR_EL0 PAR=#0x3,#0x3,c0,c0,#0x1 : MRS <Xt>, CTR_EL0
ADDR=0x33007 NAME=DCZID_EL0 PAR=#0x3,#0x3,c0,c0,#0x7 : MRS <Xt>, DCZID_EL0
ADDR=0x33240 NAME=RNDR PAR=#0x3,#0x3,c2,c4,#0x0 : MRS <Xt>, RNDR
ADDR=0x33241 NAME=RNDRRS PAR=#0x3,#0x3,c2,c4,#0x1 : MRS <Xt>, RNDRRS
ADDR=0x33251 NAME=GCSPR_EL0 PAR=#0x3,#0x3,c2,c5,#0x1 : MRS <Xt>, GCSPR_EL0
ADDR=0x33251 NAME=GCSPR_EL0 PAR=#0x3,#0x3,c2,c5,#0x1 : MSR GCSPR_EL0, <Xt>
ADDR=0x33420 NAME=NZCV PAR=#0x3,#0x3,c4,c2,#0x0 : MRS <Xt>, NZCV
ADDR=0x33420 NAME=NZCV PAR=#0x3,#0x3,c4,c2,#0x0 : MSR NZCV, <Xt>
ADDR=0x33421 NAME=DAIF PAR=#0x3,#0x3,c4,c2,#0x1 : MRS <Xt>, DAIF
ADDR=0x33421 NAME=DAIF PAR=#0x3,#0x3,c4,c2,#0x1 : MSR DAIF, <Xt>
ADDR=0x03461 NAME=DAIF PAR=#0x0,#0x3,c4,c6,#0x1 : MSR DAIFSet, #<imm>
ADDR=0x0347 NAME=DAIF PAR=#0x0,#0x3,c4,c7, : MSR DAIFClr, #<imm>
ADDR=0x33422 NAME=SVCR PAR=#0x3,#0x3,c4,c2,#0x2 : MRS <Xt>, SVCR
ADDR=0x33422 NAME=SVCR PAR=#0x3,#0x3,c4,c2,#0x2 : MSR SVCR, <Xt>
ADDR=0x03433 NAME=SVCR PAR=#0x0,#0x3,c4,c3,#0x3 : MSR SVCRSM, #<imm>
ADDR=0x03453 NAME=SVCR PAR=#0x0,#0x3,c4,c5,#0x3 : MSR SVCRZA, #<imm>
ADDR=0x03473 NAME=SVCR PAR=#0x0,#0x3,c4,c7,#0x3 : MSR SVCRSMZA, #<imm>
ADDR=0x33425 NAME=DIT PAR=#0x3,#0x3,c4,c2,#0x5 : MRS <Xt>, DIT
ADDR=0x33425 NAME=DIT PAR=#0x3,#0x3,c4,c2,#0x5 : MSR DIT, <Xt>
ADDR=0x03421 NAME=DIT PAR=#0x0,#0x3,c4,c2,#0x1 : MSR DIT, #<imm>
ADDR=0x33426 NAME=SSBS PAR=#0x3,#0x3,c4,c2,#0x6 : MRS <Xt>, SSBS
ADDR=0x33426 NAME=SSBS PAR=#0x3,#0x3,c4,c2,#0x6 : MSR SSBS, <Xt>
ADDR=0x03410 NAME=SSBS PAR=#0x0,#0x3,c4,c1,#0x0 : MSR SSBS, #<imm>
ADDR=0x33427 NAME=TCO PAR=#0x3,#0x3,c4,c2,#0x7 : MRS <Xt>, TCO
ADDR=0x33427 NAME=TCO PAR=#0x3,#0x3,c4,c2,#0x7 : MSR TCO, <Xt>
ADDR=0x03441 NAME=TCO PAR=#0x0,#0x3,c4,c4,#0x1 : MSR TCO, #<imm>
ADDR=0x33440 NAME=FPCR PAR=#0x3,#0x3,c4,c4,#0x0 : MRS <Xt>, FPCR
ADDR=0x33440 NAME=FPCR PAR=#0x3,#0x3,c4,c4,#0x0 : MSR FPCR, <Xt>
ADDR=0x33441 NAME=FPSR PAR=#0x3,#0x3,c4,c4,#0x1 : MRS <Xt>, FPSR
ADDR=0x33441 NAME=FPSR PAR=#0x3,#0x3,c4,c4,#0x1 : MSR FPSR, <Xt>
ADDR=0x33450 NAME=DSPSR_EL0 PAR=#0x3,#0x3,c4,c5,#0x0 : MRS <Xt>, DSPSR_EL0
ADDR=0x33450 NAME=DSPSR_EL0 PAR=#0x3,#0x3,c4,c5,#0x0 : MSR DSPSR_EL0, <Xt>
ADDR=0x33451 NAME=DLR_EL0 PAR=#0x3,#0x3,c4,c5,#0x1 : MRS <Xt>, DLR_EL0
ADDR=0x33451 NAME=DLR_EL0 PAR=#0x3,#0x3,c4,c5,#0x1 : MSR DLR_EL0, <Xt>
ADDR=0x33940 NAME=PMICNTR_EL0 PAR=#0x3,#0x3,c9,c4,#0x0 : MRS <Xt>, PMICNTR_EL0
ADDR=0x33940 NAME=PMICNTR_EL0 PAR=#0x3,#0x3,c9,c4,#0x0 : MSR PMICNTR_EL0, <Xt>
ADDR=0x33960 NAME=PMICFILTR_EL0 PAR=#0x3,#0x3,c9,c6,#0x0 : MRS <Xt>, PMICFILTR_EL0
ADDR=0x33960 NAME=PMICFILTR_EL0 PAR=#0x3,#0x3,c9,c6,#0x0 : MSR PMICFILTR_EL0, <Xt>
ADDR=0x339c0 NAME=PMCR_EL0 PAR=#0x3,#0x3,c9,cc,#0x0 : MRS <Xt>, PMCR_EL0
ADDR=0x339c0 NAME=PMCR_EL0 PAR=#0x3,#0x3,c9,cc,#0x0 : MSR PMCR_EL0, <Xt>
ADDR=0x339c1 NAME=PMCNTENSET_EL0 PAR=#0x3,#0x3,c9,cc,#0x1 : MRS <Xt>, PMCNTENSET_EL0
ADDR=0x339c1 NAME=PMCNTENSET_EL0 PAR=#0x3,#0x3,c9,cc,#0x1 : MSR PMCNTENSET_EL0, <Xt>
ADDR=0x339c2 NAME=PMCNTENCLR_EL0 PAR=#0x3,#0x3,c9,cc,#0x2 : MRS <Xt>, PMCNTENCLR_EL0
ADDR=0x339c2 NAME=PMCNTENCLR_EL0 PAR=#0x3,#0x3,c9,cc,#0x2 : MSR PMCNTENCLR_EL0, <Xt>
ADDR=0x339c3 NAME=PMOVSCLR_EL0 PAR=#0x3,#0x3,c9,cc,#0x3 : MRS <Xt>, PMOVSCLR_EL0
ADDR=0x339c3 NAME=PMOVSCLR_EL0 PAR=#0x3,#0x3,c9,cc,#0x3 : MSR PMOVSCLR_EL0, <Xt>
ADDR=0x339c4 NAME=PMSWINC_EL0 PAR=#0x3,#0x3,c9,cc,#0x4 : MSR PMSWINC_EL0, <Xt>
ADDR=0x339c5 NAME=PMSELR_EL0 PAR=#0x3,#0x3,c9,cc,#0x5 : MRS <Xt>, PMSELR_EL0
ADDR=0x339c5 NAME=PMSELR_EL0 PAR=#0x3,#0x3,c9,cc,#0x5 : MSR PMSELR_EL0, <Xt>
ADDR=0x339c6 NAME=PMCEID0_EL0 PAR=#0x3,#0x3,c9,cc,#0x6 : MRS <Xt>, PMCEID0_EL0
ADDR=0x339c7 NAME=PMCEID1_EL0 PAR=#0x3,#0x3,c9,cc,#0x7 : MRS <Xt>, PMCEID1_EL0
ADDR=0x339d0 NAME=PMCCNTR_EL0 PAR=#0x3,#0x3,c9,cd,#0x0 : MRS <Xt>, PMCCNTR_EL0
ADDR=0x339d0 NAME=PMCCNTR_EL0 PAR=#0x3,#0x3,c9,cd,#0x0 : MSR PMCCNTR_EL0, <Xt>
ADDR=0x339d1 NAME=PMCCFILTR_EL0 PAR=#0x3,#0x3,c9,cd,#0x1 : MRS <Xt>, PMXEVTYPER_EL0
ADDR=0x339d1 NAME=PMCCFILTR_EL0 PAR=#0x3,#0x3,c9,cd,#0x1 : MSR PMXEVTYPER_EL0, <Xt>
ADDR=0x339d1 NAME=PMEVTYPER_EL0 PAR=#0x3,#0x3,c9,cd,#0x1 : MRS <Xt>, PMXEVTYPER_EL0
ADDR=0x339d1 NAME=PMEVTYPER_EL0 PAR=#0x3,#0x3,c9,cd,#0x1 : MSR PMXEVTYPER_EL0, <Xt>
ADDR=0x339d2 NAME=PMEVCNTR_EL0 PAR=#0x3,#0x3,c9,cd,#0x2 : MRS <Xt>, PMXEVCNTR_EL0
ADDR=0x339d2 NAME=PMEVCNTR_EL0 PAR=#0x3,#0x3,c9,cd,#0x2 : MSR PMXEVCNTR_EL0, <Xt>
ADDR=0x339d4 NAME=PMZR_EL0 PAR=#0x3,#0x3,c9,cd,#0x4 : MSR PMZR_EL0, <Xt>
ADDR=0x339e0 NAME=PMUSERENR_EL0 PAR=#0x3,#0x3,c9,ce,#0x0 : MRS <Xt>, PMUSERENR_EL0
ADDR=0x339e0 NAME=PMUSERENR_EL0 PAR=#0x3,#0x3,c9,ce,#0x0 : MSR PMUSERENR_EL0, <Xt>
ADDR=0x339e3 NAME=PMOVSSET_EL0 PAR=#0x3,#0x3,c9,ce,#0x3 : MRS <Xt>, PMOVSSET_EL0
ADDR=0x339e3 NAME=PMOVSSET_EL0 PAR=#0x3,#0x3,c9,ce,#0x3 : MSR PMOVSSET_EL0, <Xt>
ADDR=0x33a24 NAME=POR_EL0 PAR=#0x3,#0x3,ca,c2,#0x4 : MRS <Xt>, POR_EL0
ADDR=0x33a24 NAME=POR_EL0 PAR=#0x3,#0x3,ca,c2,#0x4 : MSR POR_EL0, <Xt>
ADDR=0x33d02 NAME=TPIDR_EL0 PAR=#0x3,#0x3,cd,c0,#0x2 : MRS <Xt>, TPIDR_EL0
ADDR=0x33d02 NAME=TPIDR_EL0 PAR=#0x3,#0x3,cd,c0,#0x2 : MSR TPIDR_EL0, <Xt>
ADDR=0x33d03 NAME=TPIDRRO_EL0 PAR=#0x3,#0x3,cd,c0,#0x3 : MRS <Xt>, TPIDRRO_EL0
ADDR=0x33d03 NAME=TPIDRRO_EL0 PAR=#0x3,#0x3,cd,c0,#0x3 : MSR TPIDRRO_EL0, <Xt>
ADDR=0x33d05 NAME=TPIDR2_EL0 PAR=#0x3,#0x3,cd,c0,#0x5 : MRS <Xt>, TPIDR2_EL0
ADDR=0x33d05 NAME=TPIDR2_EL0 PAR=#0x3,#0x3,cd,c0,#0x5 : MSR TPIDR2_EL0, <Xt>
ADDR=0x33d07 NAME=SCXTNUM_EL0 PAR=#0x3,#0x3,cd,c0,#0x7 : MRS <Xt>, SCXTNUM_EL0
ADDR=0x33d07 NAME=SCXTNUM_EL0 PAR=#0x3,#0x3,cd,c0,#0x7 : MSR SCXTNUM_EL0, <Xt>
ADDR=0x33d20 NAME=AMCR_EL0 PAR=#0x3,#0x3,cd,c2,#0x0 : MRS <Xt>, AMCR_EL0
ADDR=0x33d20 NAME=AMCR_EL0 PAR=#0x3,#0x3,cd,c2,#0x0 : MSR AMCR_EL0, <Xt>
ADDR=0x33d21 NAME=AMCFGR_EL0 PAR=#0x3,#0x3,cd,c2,#0x1 : MRS <Xt>, AMCFGR_EL0
ADDR=0x33d22 NAME=AMCGCR_EL0 PAR=#0x3,#0x3,cd,c2,#0x2 : MRS <Xt>, AMCGCR_EL0
ADDR=0x33d23 NAME=AMUSERENR_EL0 PAR=#0x3,#0x3,cd,c2,#0x3 : MRS <Xt>, AMUSERENR_EL0
ADDR=0x33d23 NAME=AMUSERENR_EL0 PAR=#0x3,#0x3,cd,c2,#0x3 : MSR AMUSERENR_EL0, <Xt>
ADDR=0x33d24 NAME=AMCNTENCLR0_EL0 PAR=#0x3,#0x3,cd,c2,#0x4 : MRS <Xt>, AMCNTENCLR0_EL0
ADDR=0x33d24 NAME=AMCNTENCLR0_EL0 PAR=#0x3,#0x3,cd,c2,#0x4 : MSR AMCNTENCLR0_EL0, <Xt>
ADDR=0x33d25 NAME=AMCNTENSET0_EL0 PAR=#0x3,#0x3,cd,c2,#0x5 : MRS <Xt>, AMCNTENSET0_EL0
ADDR=0x33d25 NAME=AMCNTENSET0_EL0 PAR=#0x3,#0x3,cd,c2,#0x5 : MSR AMCNTENSET0_EL0, <Xt>
ADDR=0x33d26 NAME=AMCG1IDR_EL0 PAR=#0x3,#0x3,cd,c2,#0x6 : MRS <Xt>, AMCG1IDR_EL0
ADDR=0x33d30 NAME=AMCNTENCLR1_EL0 PAR=#0x3,#0x3,cd,c3,#0x0 : MRS <Xt>, AMCNTENCLR1_EL0
ADDR=0x33d30 NAME=AMCNTENCLR1_EL0 PAR=#0x3,#0x3,cd,c3,#0x0 : MSR AMCNTENCLR1_EL0, <Xt>
ADDR=0x33d31 NAME=AMCNTENSET1_EL0 PAR=#0x3,#0x3,cd,c3,#0x1 : MRS <Xt>, AMCNTENSET1_EL0
ADDR=0x33d31 NAME=AMCNTENSET1_EL0 PAR=#0x3,#0x3,cd,c3,#0x1 : MSR AMCNTENSET1_EL0, <Xt>
ADDR=0x33d40 NAME=AMEVCNTR00_EL0 PAR=#0x3,#0x3,cd,c4,#0x0 : MRS <Xt>, AMEVCNTR00_EL0
ADDR=0x33d41 NAME=AMEVCNTR01_EL0 PAR=#0x3,#0x3,cd,c4,#0x1 : MRS <Xt>, AMEVCNTR01_EL0
ADDR=0x33d42 NAME=AMEVCNTR02_EL0 PAR=#0x3,#0x3,cd,c4,#0x2 : MRS <Xt>, AMEVCNTR02_EL0
ADDR=0x33d43 NAME=AMEVCNTR03_EL0 PAR=#0x3,#0x3,cd,c4,#0x3 : MRS <Xt>, AMEVCNTR03_EL0
ADDR=0x33d40 NAME=AMEVCNTR00_EL0 PAR=#0x3,#0x3,cd,c4,#0x0 : MSR AMEVCNTR00_EL0, <Xt>
ADDR=0x33d41 NAME=AMEVCNTR01_EL0 PAR=#0x3,#0x3,cd,c4,#0x1 : MSR AMEVCNTR01_EL0, <Xt>
ADDR=0x33d42 NAME=AMEVCNTR02_EL0 PAR=#0x3,#0x3,cd,c4,#0x2 : MSR AMEVCNTR02_EL0, <Xt>
ADDR=0x33d43 NAME=AMEVCNTR03_EL0 PAR=#0x3,#0x3,cd,c4,#0x3 : MSR AMEVCNTR03_EL0, <Xt>
ADDR=0x33d60 NAME=AMEVTYPER00_EL0 PAR=#0x3,#0x3,cd,c6,#0x0 : MRS <Xt>, AMEVTYPER00_EL0
ADDR=0x33d61 NAME=AMEVTYPER01_EL0 PAR=#0x3,#0x3,cd,c6,#0x1 : MRS <Xt>, AMEVTYPER01_EL0
ADDR=0x33d62 NAME=AMEVTYPER02_EL0 PAR=#0x3,#0x3,cd,c6,#0x2 : MRS <Xt>, AMEVTYPER02_EL0
ADDR=0x33d63 NAME=AMEVTYPER03_EL0 PAR=#0x3,#0x3,cd,c6,#0x3 : MRS <Xt>, AMEVTYPER03_EL0
ADDR=0x33dc0 NAME=AMEVCNTR10_EL0 PAR=#0x3,#0x3,cd,cc,#0x0 : MRS <Xt>, AMEVCNTR10_EL0
ADDR=0x33dc1 NAME=AMEVCNTR11_EL0 PAR=#0x3,#0x3,cd,cc,#0x1 : MRS <Xt>, AMEVCNTR11_EL0
ADDR=0x33dc2 NAME=AMEVCNTR12_EL0 PAR=#0x3,#0x3,cd,cc,#0x2 : MRS <Xt>, AMEVCNTR12_EL0
ADDR=0x33dc3 NAME=AMEVCNTR13_EL0 PAR=#0x3,#0x3,cd,cc,#0x3 : MRS <Xt>, AMEVCNTR13_EL0
ADDR=0x33dc4 NAME=AMEVCNTR14_EL0 PAR=#0x3,#0x3,cd,cc,#0x4 : MRS <Xt>, AMEVCNTR14_EL0
ADDR=0x33dc5 NAME=AMEVCNTR15_EL0 PAR=#0x3,#0x3,cd,cc,#0x5 : MRS <Xt>, AMEVCNTR15_EL0
ADDR=0x33dc6 NAME=AMEVCNTR16_EL0 PAR=#0x3,#0x3,cd,cc,#0x6 : MRS <Xt>, AMEVCNTR16_EL0
ADDR=0x33dc7 NAME=AMEVCNTR17_EL0 PAR=#0x3,#0x3,cd,cc,#0x7 : MRS <Xt>, AMEVCNTR17_EL0
ADDR=0x33dd0 NAME=AMEVCNTR18_EL0 PAR=#0x3,#0x3,cd,cd,#0x0 : MRS <Xt>, AMEVCNTR18_EL0
ADDR=0x33dd1 NAME=AMEVCNTR19_EL0 PAR=#0x3,#0x3,cd,cd,#0x1 : MRS <Xt>, AMEVCNTR19_EL0
ADDR=0x33dd2 NAME=AMEVCNTR110_EL0 PAR=#0x3,#0x3,cd,cd,#0x2 : MRS <Xt>, AMEVCNTR110_EL0
ADDR=0x33dd3 NAME=AMEVCNTR111_EL0 PAR=#0x3,#0x3,cd,cd,#0x3 : MRS <Xt>, AMEVCNTR111_EL0
ADDR=0x33dd4 NAME=AMEVCNTR112_EL0 PAR=#0x3,#0x3,cd,cd,#0x4 : MRS <Xt>, AMEVCNTR112_EL0
ADDR=0x33dd5 NAME=AMEVCNTR113_EL0 PAR=#0x3,#0x3,cd,cd,#0x5 : MRS <Xt>, AMEVCNTR113_EL0
